,Name,Platform,Year,Genre,Publisher,Global_Sales
1029,Disney Infinity,Wii,2013.0,Action,Disney Interactive Studios,1.73
16340,Grooverider: Slot Car Thunder,GC,2003.0,Racing,Encore,0.01
13540,Chicken Shoot,GBA,2005.0,Action,Zoo Digital Publishing,0.04
11298,S.C.A.R.S,PS,1998.0,Racing,Ubisoft,0.08
9152,Micro Machines 64 Turbo,N64,1999.0,Racing,Codemasters,0.14
2948,Moto Racer 2,PS,1997.0,Racing,Electronic Arts,0.69
9987,Puzzler World 2,DS,2010.0,Puzzle,Ubisoft,0.12
5707,NBA ShootOut,PS,1995.0,Sports,Sony Computer Entertainment,0.31
10989,FIFA 2001: Major League Soccer,PS2,2000.0,Sports,Electronic Arts,0.09
13780,Fisherman's Challenge,PS2,2003.0,Sports,Konami Digital Entertainment,0.04
14975,"Ed, Edd n Eddy: The Mis-Edventures",XB,2005.0,Platform,Midway Games,0.02
798,Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,2.09
15262,Higurashi Daybreak Portable Mega Edition,PSP,2009.0,Adventure,Alchemist,0.02
8652,Sniper: Ghost Warrior,PC,2010.0,Shooter,City Interactive,0.16
14663,The Settlers II 10th Anniversary,PC,2006.0,Action,Ubisoft,0.03
14135,Maximum Racing: Drag & Stock Racer,Wii,2010.0,Racing,Nordic Games,0.03
3943,Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.51
15672,NBA 07,PS2,2006.0,Sports,Sony Computer Entertainment,0.02
7175,Danny Phantom: The Ultimate Enemy,GBA,2005.0,Action,THQ,0.22
14023,SD Gundam Force: Showdown!,PS2,2004.0,Shooter,Namco Bandai Games,0.04
962,Guitar Hero: World Tour,PS2,2008.0,Misc,Activision,1.8
10191,Kouchuu Ouja Mushi King: Super Collection,DS,2007.0,Action,Sega,0.11
2125,Brutal Legend,X360,2009.0,Action,Electronic Arts,0.98
15138,Plants vs. Zombies: Garden Warfare,PC,2014.0,Shooter,Electronic Arts,0.02
8727,"Warhammer 40,000: Fire Warrior",PS2,2003.0,Shooter,THQ,0.15
4661,WWE All Stars,PS3,2011.0,Fighting,THQ,0.42
1891,NFL Blitz 2000,PS,1998.0,Sports,Midway Games,1.09
3740,Star Fox Command,DS,2006.0,Shooter,Nintendo,0.54
14038,Mahjong Taikai,DS,2004.0,Misc,Tecmo Koei,0.04
2076,Wheel of Fortune,Wii,2010.0,Misc,THQ,1.0
14344,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015.0,Role-Playing,Tecmo Koei,0.03
7998,Fight Club,PS2,2004.0,Fighting,Vivendi Games,0.18
15054,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007.0,Action,Konami Digital Entertainment,0.02
15701,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010.0,Adventure,Russel,0.02
2331,Sonic Chronicles: The Dark Brotherhood,DS,2008.0,Role-Playing,Sega,0.89
3328,Game & Watch Gallery 4,GBA,2002.0,Misc,Nintendo,0.61
10944,Tom Clancy's EndWar,DS,2008.0,Strategy,Ubisoft,0.09
3700,ModNation Racers,PSP,2010.0,Racing,Sony Computer Entertainment,0.54
8255,Gretzky NHL 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.17
755,The Sims: House Party,PC,2001.0,Simulation,Electronic Arts,2.16
9731,The Ant Bully,GC,2006.0,Platform,Midway Games,0.12
8038,Amplitude,PS2,2003.0,Misc,Sony Computer Entertainment,0.18
4247,Art Academy: Lessons for Everyone,3DS,2012.0,Action,Nintendo,0.46
15081,X3: Terran War Pack,PC,2012.0,Misc,Deep Silver,0.02
1790,South Park,N64,1998.0,Shooter,Acclaim Entertainment,1.14
14490,Smashing Drive,GBA,2004.0,Racing,Zoo Digital Publishing,0.03
68,Just Dance 2,Wii,2010.0,Misc,Ubisoft,9.52
4531,WipEout 64,N64,1998.0,Racing,Midway Games,0.43
1624,Donkey Kong Country 2,GBA,2004.0,Platform,Nintendo,1.23
9118,Chicken Shoot,DS,2007.0,Action,Zoo Digital Publishing,0.14
13569,Little Battlers eXperience W,PSV,2012.0,Role-Playing,Level 5,0.04
1140,NFL Street 2,PS2,2004.0,Sports,Electronic Arts,1.61
389,Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,3.42
1400,The Sims 2,PSP,2005.0,Simulation,Electronic Arts,1.38
4563,SEGA Classics Collection,PS2,2005.0,Misc,Sega,0.43
6602,Formula One 2001,PS2,2001.0,Racing,Sony Computer Entertainment,0.26
1083,SSX 3,PS2,2003.0,Sports,Electronic Arts,1.67
6243,Summer Heat Beach Volleyball,PS2,2003.0,Sports,Acclaim Entertainment,0.28
14430,Sunny Garcia Surfing,PS2,2001.0,Sports,Ubisoft,0.03
1284,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004.0,Action,Ubisoft,1.48
14097,Luminous Arc 3,DS,2009.0,Role-Playing,Marvelous Interactive,0.04
5246,Frogs And Flies,2600,1981.0,Action,Mattel Interactive,0.36
5890,Harry Potter and the Order of the Phoenix,X360,2007.0,Action,Electronic Arts,0.3
13380,Intellivision Lives!,XB,2004.0,Misc,Crave Entertainment,0.05
15168,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996.0,Puzzle,Compile,0.02
9255,Happy Feet,Wii,2006.0,Action,Midway Games,0.14
4949,Imagine: Party Babyz,Wii,2008.0,Simulation,Ubisoft,0.39
8484,Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Square Enix,0.16
5659,Riven: The Sequel to Myst,PS,1997.0,Adventure,Acclaim Entertainment,0.32
2543,Valkyrie Profile,PS,1999.0,Role-Playing,Enix Corporation,0.81
5750,Mega Man Maverick Hunter X,PSP,2005.0,Platform,Capcom,0.31
2544,Final Fantasy Type-0,PSP,2011.0,Role-Playing,Unknown,0.81
10274,My Little Sister Can't Be This Cute Portable,PSP,2012.0,Action,Namco Bandai Games,0.11
6687,Wheel of Fortune,N64,1997.0,Misc,Take-Two Interactive,0.25
12771,A-Train 6,PS2,2000.0,Strategy,Midas Interactive Entertainment,0.06
6880,Ashes Cricket 2009,Wii,2009.0,Sports,Codemasters,0.24
1364,Inazuma Eleven 2,DS,2009.0,Role-Playing,Nintendo,1.42
14382,Hakuoki Zuisouroku Omokage Hana,PSV,2015.0,Action,Idea Factory,0.03
6224,Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.28
8498,Kya: Dark Lineage,PS2,2003.0,Adventure,Atari,0.16
2985,Prince of Persia: The Two Thrones,PS2,2005.0,Action,Ubisoft,0.68
7597,MDK,PS,1997.0,Shooter,Interplay,0.2
1054,Super Puyo Puyo,SNES,1993.0,Puzzle,Banpresto,1.7
4422,X-Men Legends II: Rise of Apocalypse,XB,2005.0,Role-Playing,Activision,0.44
4323,The New York Times Crosswords,DS,2007.0,Puzzle,Majesco Entertainment,0.45
8536,TimeSplitters: Future Perfect,XB,2005.0,Shooter,Electronic Arts,0.16
13611,FIFA Soccer 2003 (weekly jp sales),PS2,2002.0,Sports,Electronic Arts,0.04
14468,Nettou! Powerful Koushien,DS,2010.0,Sports,Konami Digital Entertainment,0.03
13499,Resident Evil 6,PC,2012.0,Shooter,Capcom,0.04
14372,Sitting Ducks,GBA,2003.0,Platform,LSP Games,0.03
16355,Icewind Dale II,PC,2002.0,Role-Playing,Interplay,0.01
10335,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.11
10084,Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.11
14050,Ultimate Game Room,DS,2009.0,Misc,Majesco Entertainment,0.04
9949,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005.0,Action,Konami Digital Entertainment,0.12
4443,LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,LucasArts,0.44
461,Saints Row 2,X360,2008.0,Action,THQ,3.03
4124,Need for Speed: Hot Pursuit,Wii,2010.0,Racing,Electronic Arts,0.48
1879,Namco Museum Battle Collection,PSP,2005.0,Misc,Sony Computer Entertainment,1.09
2348,Wii Fit U,WiiU,2013.0,Sports,Nintendo,0.89
14892,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006.0,Role-Playing,Marvelous Interactive,0.03
11015,Ben 10 Galactic Racing,PS3,2011.0,Racing,D3Publisher,0.09
4269,Jampack Winter 2003 (RP-M),PS2,2003.0,Misc,Sony Computer Entertainment,0.46
7149,Assault,2600,1982.0,Action,Bomb,0.22
11439,King's Field (Japan),PS,1994.0,Role-Playing,From Software,0.08
14090,Greg Hastings Paintball 2,PS3,2010.0,Shooter,Majesco Entertainment,0.04
9290,Scene It? Bright Lights! Big Screen!,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.14
12339,Ratchet & Clank Collection,PSV,2014.0,Action,Sony Computer Entertainment,0.06
28,Gran Turismo 3: A-Spec,PS2,2001.0,Racing,Sony Computer Entertainment,14.98
10615,Kelly Slater's Pro Surfer,XB,2002.0,Sports,Activision,0.1
3858,Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,0.52
10150,Capcom vs. SNK 2 EO,GC,2002.0,Fighting,Capcom,0.11
10764,Ford Racing 3,DS,2005.0,Racing,Zoo Digital Publishing,0.1
14523,Robo Pit,PS,1995.0,Fighting,Kokopeli Digital Studios,0.03
784,Mortal Kombat,X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.11
2357,Grand Theft Auto IV,PC,2008.0,Action,Take-Two Interactive,0.88
1687,Captain Toad: Treasure Tracker,WiiU,2014.0,Puzzle,Nintendo,1.19
2178,Ben 10: Alien Force,DS,2008.0,Action,Koch Media,0.95
6446,"Barbie: Jet, Set & Style!",Wii,2011.0,Misc,THQ,0.26
11163,R: Racing Evolution,XB,2003.0,Racing,Namco Bandai Games,0.09
10439,Vexx,XB,2003.0,Platform,Acclaim Entertainment,0.1
2243,SnoCross Championship Racing,PS,1999.0,Racing,Ubisoft,0.93
4571,Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,D3Publisher,0.42
4648,Tom Clancy's HAWX 2,PS3,2010.0,Action,Ubisoft,0.42
4105,Tiger Woods PGA Tour 07,X360,2006.0,Sports,Electronic Arts,0.48
8521,Kawa no Nushi Tsuri,PS,1998.0,Sports,Victor Interactive,0.16
14165,Cake Mania: Baker's Challenge,PSP,2008.0,Puzzle,Destineer,0.03
13440,Thrillville: Off the Rails,DS,2007.0,Strategy,LucasArts,0.05
13140,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006.0,Adventure,Namco Bandai Games,0.05
1044,Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,Sony Computer Entertainment Europe,1.71
3360,Mickey's Speedway USA,N64,2000.0,Racing,Nintendo,0.6
12431,Barbie and Her Sisters Puppy Rescue,Wii,2015.0,Action,Namco Bandai Games,0.06
12285,Frogger: Helmet Chaos,DS,2005.0,Platform,Konami Digital Entertainment,0.06
5917,Reel Fishing: Angler's Dream,Wii,2009.0,Sports,Zushi Games,0.3
15533,Shrek / Shark Tale Game Boy Advance Video,GBA,2006.0,Misc,Hasbro Interactive,0.02
627,uDraw Studio,Wii,2010.0,Misc,THQ,2.46
4014,Nicktoons: Attack of the Toybots,PS2,2007.0,Platform,THQ,0.5
15444,Spanish for Everyone!,DS,2007.0,Puzzle,Activision,0.02
13297,Payday 2,PC,2013.0,Shooter,505 Games,0.05
1602,[Prototype],PS3,2009.0,Action,Activision,1.24
6152,Harry Potter and the Sorcerer's Stone,PS2,2003.0,Action,Electronic Arts,0.28
11294,ZhuZhu Babies,DS,2011.0,Simulation,Activision,0.08
1531,Tom Clancy's Rainbow Six: Siege,XOne,2015.0,Shooter,Ubisoft,1.29
11793,Winx Club,GBA,2005.0,Shooter,Konami Digital Entertainment,0.07
7488,Need for Speed Carbon: Own the City,DS,2006.0,Racing,Electronic Arts,0.21
1429,Centipede,2600,1981.0,Shooter,Atari,1.36
4433,Battlefield 2: Modern Combat,PS2,2005.0,Shooter,Electronic Arts,0.44
924,Madden NFL 06,XB,2005.0,Sports,Electronic Arts,1.86
14426,World Sports Competition,PS3,2009.0,Sports,Hudson Soft,0.03
11088,MotoGP 14,X360,2014.0,Racing,Milestone S.r.l.,0.09
15867,Strongest Tokyo University Shogi DS,DS,1985.0,Action,Mycom,0.02
14824,Gauntlet / Rampart,GBA,2005.0,Misc,Zoo Digital Publishing,0.03
14602,Girls Only,DS,2010.0,Simulation,Foreign Media Games,0.03
7750,Ice Age: Dawn of the Dinosaurs,PS3,2009.0,Action,Activision,0.19
3097,Tom Clancy's EndWar,PS3,2008.0,Strategy,Ubisoft,0.65
13012,WRC 5: FIA World Rally Championship,PS4,2015.0,Sports,Bigben Interactive,0.05
9158,Fate/Unlimited Codes,PS2,2008.0,Fighting,Capcom,0.14
2159,Sonic Unleashed,X360,2008.0,Platform,Sega,0.96
4782,Story of Seasons,3DS,2014.0,Simulation,Nintendo,0.4
15620,Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007.0,Adventure,D3Publisher,0.02
8039,Alone in the Dark,Wii,2008.0,Adventure,Atari,0.18
15589,Peggle Nights,PC,2008.0,Puzzle,PopCap Games,0.02
12180,The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,0.07
1134,Tony Hawk's American Wasteland (Old all region sales),PS2,2005.0,Sports,Activision,1.62
15655,Ozzy & Drix,GBA,2003.0,Platform,Midway Games,0.02
10888,The Legend of Heroes: A Tear of Vermillion,PSP,2005.0,Role-Playing,Namco Bandai Games,0.09
2388,Kingdoms of Amalur: Reckoning,PS3,2012.0,Role-Playing,Electronic Arts,0.87
12297,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006.0,Fighting,Namco Bandai Games,0.06
950,Air Combat,PS,1995.0,Simulation,Sony Computer Entertainment,1.83
15009,AirForce Delta Storm,GBA,2002.0,Shooter,Konami Digital Entertainment,0.02
5670,The Conveni: Ano Machi wo Dokusen Seyo,PS,1997.0,Simulation,Human Entertainment,0.32
1033,The Order: 1886,PS4,2015.0,Shooter,Sony Computer Entertainment,1.72
12892,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006.0,Misc,Sega,0.05
6909,Asura's Wrath,X360,2012.0,Action,Capcom,0.24
415,Tekken,PS,1995.0,Fighting,Sony Computer Entertainment,3.24
4860,NBA Live 2002,XB,2001.0,Sports,Electronic Arts,0.4
12456,Cocoto Kart Racer,Wii,2008.0,Racing,Conspiracy Entertainment,0.06
4880,Ultimate Spider-Man,XB,2005.0,Action,Activision,0.39
6747,Fuel,PS3,2009.0,Racing,Codemasters,0.25
11944,Fable: The Lost Chapters,PC,2005.0,Role-Playing,Microsoft Game Studios,0.07
6334,Sherlock Holmes: Crimes & Punishments,PS4,2014.0,Adventure,Focus Home Interactive,0.27
10691,Age of Empires II: The Age of Kings,PC,1999.0,Strategy,Microsoft Game Studios,0.1
820,Mario & Luigi: Dream Team,3DS,2013.0,Role-Playing,Nintendo,2.06
2251,EA Sports Active 2,PS3,2010.0,Sports,Electronic Arts,0.92
12914,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013.0,Misc,Namco Bandai Games,0.05
9231,Football Manager 2012,PSP,2011.0,Sports,Sega,0.14
3653,TMNT,X360,2007.0,Action,Ubisoft,0.55
14108,DoraMoji: Nobita no Kanji Daisakusen,3DS,2015.0,Misc,Shogakukan,0.03
4166,ICO,PS2,2001.0,Action,Sony Computer Entertainment,0.47
1560,Hogan's Alley,NES,1984.0,Shooter,Nintendo,1.27
13092,Super Heroine Chronicle,PSV,2014.0,Role-Playing,Namco Bandai Games,0.05
535,Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,2.79
4793,Wall-E,PS3,2008.0,Platform,THQ,0.4
8783,Amagami,PSP,2011.0,Adventure,Kadokawa Shoten,0.15
12630,Gem Smashers,Wii,2011.0,Platform,Crave Entertainment,0.06
80,Mario Party 8,Wii,2007.0,Misc,Nintendo,8.42
5943,Shark Tale,GC,2004.0,Action,Activision,0.3
1130,NBA 2K15,X360,2014.0,Sports,Take-Two Interactive,1.63
2502,Casper,PS,1996.0,Adventure,Interplay,0.83
15303,Robotics Notes,X360,2012.0,Adventure,5pb,0.02
10611,Spider-Man: Web of Shadows,DS,2008.0,Action,Activision,0.1
11582,Scooby-Doo! Who's Watching Who?,PSP,2006.0,Adventure,THQ,0.08
13888,Pro Race Driver,XB,2003.0,Racing,Codemasters,0.04
2454,Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,Nintendo,0.84
5414,Jonah Lomu Rugby Challenge,X360,2011.0,Sports,Home Entertainment Suppliers,0.34
10766,Guilty Gear Isuka,PS2,2004.0,Fighting,505 Games,0.1
16294,Death Connection Portable,PSP,2011.0,Adventure,Idea Factory,0.01
6579,Pirates of the Caribbean: Dead Man's Chest,DS,2006.0,Adventure,Disney Interactive Studios,0.26
3672,Super Robot Taisen F Kanketsuhen,SAT,1998.0,Strategy,Banpresto,0.55
14950,Virtua Tennis: World Tour (jp sales),PSP,2005.0,Sports,Sega,0.02
14246,Legend of the Dragon,PSP,2007.0,Fighting,Game Factory,0.03
4222,Metal Gear Solid: The Twin Snakes,GC,2004.0,Action,Konami Digital Entertainment,0.47
10050,Phantom Dust,XB,2004.0,Action,Microsoft Game Studios,0.11
4984,San Francisco Rush: Extreme Racing,PS,1997.0,Racing,GT Interactive,0.38
7142,Spartan: Total Warrior,PS2,2005.0,Action,Sega,0.22
7429,Way of the Samurai 3,X360,2009.0,Action,Gamebridge,0.21
8273,Fight Night Round 2,GC,2005.0,Fighting,Electronic Arts,0.17
9181,Desire,SAT,1997.0,Adventure,Imadio,0.14
16254,Goku Makaimura Kai,PSP,2007.0,Platform,Capcom,0.01
543,Saints Row: The Third,X360,2011.0,Action,THQ,2.77
12490,Terminator 3: The Redemption,XB,2004.0,Shooter,Atari,0.06
1580,LEGO The Lord of the Rings,X360,2012.0,Action,Warner Bros. Interactive Entertainment,1.26
4957,The Sims 2,GBA,2005.0,Simulation,Electronic Arts,0.39
6633,Game of Thrones,PS3,2012.0,Role-Playing,Focus Home Interactive,0.25
3310,Pac-Man Party,Wii,2010.0,Misc,Namco Bandai Games,0.61
13463,Phoenix Wright: Revived Turnabout,DS,2008.0,Misc,Capcom,0.04
9469,NBA Ballers: Chosen One,PS3,2008.0,Sports,Midway Games,0.13
8780,Jurassic: The Hunted,Wii,2009.0,Shooter,Activision,0.15
12994,Dokapon Journey,DS,2008.0,Role-Playing,Sting,0.05
11695,One Piece: Gear Spirit,DS,2007.0,Fighting,Namco Bandai Games,0.08
1878,BeatMania,PS,1998.0,Simulation,Konami Digital Entertainment,1.09
3842,DC Universe Online,PS3,2011.0,Role-Playing,Sony Online Entertainment,0.52
8483,Create,PS3,2010.0,Action,Electronic Arts,0.16
14927,America Oudan Ultra-Quiz,SAT,1995.0,Misc,Victor Interactive,0.02
7119,AC/DC LIVE: Rock Band Track Pack,X360,2008.0,Misc,MTV Games,0.23
8349,Disney's Home on the Range,GBA,2004.0,Action,Disney Interactive Studios,0.17
13782,Akko ni Omakase! Brain Shock,DS,2006.0,Misc,Taito,0.04
6593,MTX Mototrax,PS2,2004.0,Racing,Activision,0.26
2978,Iron Man,PS3,2008.0,Action,Sega,0.68
3023,Armored Core 3,PS2,2002.0,Simulation,Metro 3D,0.67
3978,Star Wars: Jedi Starfighter,PS2,2002.0,Simulation,Activision,0.5
1422,NBA 2K15,PS3,2014.0,Sports,Take-Two Interactive,1.36
14020,Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006.0,Sports,Sega,0.04
12494,Neon Genesis Evangelion,N64,1999.0,Adventure,Namco Bandai Games,0.06
15052,NASCAR Heat Evolution,XOne,2016.0,Racing,Dusenberry Martin Racing,0.02
16200,Hyakka Yakou,PSV,2015.0,Action,Unknown,0.01
9507,"Crouching Tiger, Hidden Dragon",PS2,2003.0,Action,Ubisoft,0.13
7395,Prince of Persia: Revelations,PSP,2005.0,Adventure,Ubisoft,0.21
7386,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,2009.0,Adventure,GSP,0.21
5702,ExerBeat,Wii,2010.0,Sports,Namco Bandai Games,0.31
4924,Combat of Giants: Dinosaurs 3D,3DS,2011.0,Strategy,Ubisoft,0.39
942,NCAA Football 06,PS2,2005.0,Sports,Electronic Arts,1.84
3203,A Bug's Life,N64,1998.0,Platform,Activision,0.63
1705,Pole Position,2600,1982.0,Racing,Atari,1.18
14702,Star Trek: The Game,PC,2013.0,Action,Namco Bandai Games,0.03
4018,Cars Mater-National Championship,Wii,2007.0,Racing,THQ,0.49
4588,Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,Nintendo,0.42
4686,Sega Rally Championship 2,DC,1999.0,Racing,Sega,0.41
10806,MX SuperFly featuring Ricky Carmichael,XB,2002.0,Racing,THQ,0.1
10457,Exit DS,DS,2008.0,Puzzle,Square Enix,0.1
292,World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,4.06
4720,Spider-Man: Web of Shadows,X360,2008.0,Action,Activision,0.41
16095,Resident Evil 5 HD,PS4,2016.0,Action,Capcom,0.01
8600,Black & Bruised,PS2,2003.0,Fighting,Vivendi Games,0.16
3109,World of Dragon Warrior - Torneko: The Last Hope,PS,1999.0,Role-Playing,Enix Corporation,0.65
15027,Kensei: Sacred Fist,PS,1997.0,Fighting,Konami Digital Entertainment,0.02
5473,Klonoa 2: Lunatea's Veil,PS2,2001.0,Platform,Sony Computer Entertainment,0.33
2598,The Walking Dead: Season One,PS3,2012.0,Adventure,Avanquest Software,0.79
3464,Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,Natsume,0.58
14122,Care Bears - Care Quest,GBA,2005.0,Action,Game Factory,0.03
4629,MLB 08: The Show,PS2,2008.0,Sports,Sony Computer Entertainment,0.42
11487,Earth Defense Force 2017,X360,2006.0,Action,D3Publisher,0.08
4690,Cars: Mater-National Championship,PS3,2007.0,Racing,THQ,0.41
2474,Metroid: Zero Mission,GBA,2004.0,Adventure,Nintendo,0.84
7414,Cruis'n Exotica,N64,2000.0,Racing,Midway Games,0.21
8990,Elf: The Movie,GBA,2004.0,Action,Crave Entertainment,0.15
8507,Doctor Lautrec and the Forgotten Knights,3DS,2011.0,Adventure,Konami Digital Entertainment,0.16
7058,Neopets Puzzle Adventure,Wii,2008.0,Puzzle,Capcom,0.23
10336,Victory Zone,PS,1995.0,Misc,Sony Computer Entertainment,0.11
14518,BRAHMA Force: The Assault on Beltlogger 9,PS,1996.0,Shooter,JVC,0.03
3828,Spectrobes: Beyond the Portals,DS,2008.0,Role-Playing,Disney Interactive Studios,0.52
831,Rayman Raving Rabbids: TV Party,Wii,2008.0,Misc,Ubisoft,2.04
5639,Frogger's Adventures: The Rescue,PS2,2003.0,Platform,Konami Digital Entertainment,0.32
3285,SingStar Singalong With Disney,PS2,2008.0,Misc,Sony Computer Entertainment,0.61
9553,Transformers: War for Cybertron -- Decepticons,DS,2010.0,Action,Activision,0.13
5979,Lupin the 3rd: Treasure of the Sorcerer King,PS2,2002.0,Adventure,505 Games,0.29
4294,.hack//Outbreak Part 3,PS2,2002.0,Role-Playing,Atari,0.46
4039,FIFA Soccer 09,DS,2008.0,Sports,Electronic Arts,0.49
14908,Derby Time 2006,PSP,2006.0,Sports,Sony Computer Entertainment,0.03
12243,Cardfight!! Vanguard: Lock On Victory!!,3DS,2014.0,Misc,FuRyu,0.07
10079,Digimon World DS,DS,2006.0,Role-Playing,Namco Bandai Games,0.11
6034,Duel Masters: Sempai Legends,GBA,2003.0,Misc,Atari,0.29
8627,Dynasty Warriors 8,X360,2013.0,Action,Tecmo Koei,0.16
15459,Coded Soul: Uke Keigareshi Idea,PSP,2008.0,Role-Playing,Sony Computer Entertainment,0.02
9230,Cities: Skylines,PC,2015.0,Simulation,Paradox Interactive,0.14
2464,ATV Quad Power Racing 2,PS2,2003.0,Racing,Acclaim Entertainment,0.84
12194,Armored Core: Nine Breaker,PS2,2004.0,Simulation,505 Games,0.07
4894,Bump 'n' Jump,2600,1982.0,Racing,Mattel Interactive,0.39
16339,Command & Conquer Renegade,PC,2002.0,Shooter,Electronic Arts,0.01
10548,Creeper World 3: Arc Eternal,Wii,2009.0,Strategy,Namco Bandai Games,0.1
5467,Planet Puzzle League,DS,2007.0,Puzzle,Nintendo,0.33
14398,Egg Mania: Eggstreme Madness,PS2,2002.0,Puzzle,Kemco,0.03
14835,Kawasaki Snowmobiles,Wii,2008.0,Racing,Metro 3D,0.03
15215,Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009.0,Strategy,Broccoli,0.02
14878,Judge Dredd: Dredd Vs Death,PS2,2003.0,Shooter,BAM! Entertainment,0.03
10679,NatGeo Challenge! Wild Life,PS3,2010.0,Misc,Black Bean Games,0.1
4691,MLB 10: The Show,PS2,2010.0,Sports,Sony Computer Entertainment,0.41
15753,Memories Off: Yubikiri no Kikou,PSP,2011.0,Adventure,5pb,0.02
6623,Romance of the Three Kingdoms II,SNES,1991.0,Strategy,Tecmo Koei,0.25
14904,Doki Oki,PS,1995.0,Adventure,Banpresto,0.03
7974,Harry Potter: Quidditch World Cup,XB,2003.0,Sports,Electronic Arts,0.19
9143,How to Train Your Dragon,X360,2010.0,Action,Activision,0.14
222,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,4.76
16190,Satisfashion,Wii,2010.0,Misc,Destineer,0.01
10902,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010.0,Platform,Nippon Ichi Software,0.09
5056,FIFA 17,PS3,2016.0,Sports,Electronic Arts,0.38
12745,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007.0,Misc,D3Publisher,0.06
